year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url,image_url,has_forced_induction,state
2002,Porsche,996 911,70200,Clean,"Providence, RI 02909",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Lapis Blue Metallic,Graphite Grey,1,25500,8/1/25,https://carsandbids.com/auctions/9QxyP2x7/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/1477bbe21e8d6b5e719c7c3ccab577fd47dd8cc3/photos/KZDlJ7Pb-DmR5Xmn/edit/VtrhW.jpg?t=175307175114",0,RI
2003,Porsche,996 911,83800,Clean,"Lewisville, TX 75057",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Seal Grey Metallic,Red,8,39500,7/31/25,https://carsandbids.com/auctions/KdjVMg2p/2003-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/application/s-GYwa3Ne/edit/ENTE_.jpg?t=175314370317",1,TX
1999,Porsche,996 911,92300,Clean,"Portland, OR 97220",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Guards Red,Black,3,23333,7/30/25,https://carsandbids.com/auctions/9Wb4YMpB/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/application/s-qXGTZQJ/edit/LIhPo.jpg?t=175310995934",0,OR
2000,Porsche,996 911,19900,Clean,"Lebanon, TN 37090",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Violet Chromaflair,Natural Brown,1,35500,7/29/25,https://carsandbids.com/auctions/KPdxvQYa/2000-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/application/s-Ef4K6eo/edit/Pvur7.jpg?t=175311332911",0,TN
2003,Porsche,996 911,33400,Clean,"Littleton, CO 80121",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Guards Red,Savanna Beige,3,32996,7/24/25,https://carsandbids.com/auctions/92o0O0bE/2003-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rNGVWpb9-yP5ig1xFse/edit/upt0s.jpg?t=175262488770",0,CO
2004,Porsche,996 911,100100,Clean,"Tampa, FL 33629",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Arctic Silver Metallic,Metropol Blue,2,21750,7/18/25,https://carsandbids.com/auctions/9leDgLq2/2004-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c90d8216a8bf103048db7cf88cd07946ede17b22/photos/application/s-aUkINfi/edit/SFpY6.jpg?t=175194882028",0,FL
1999,Porsche,996 911,74500,Clean,"Chesterfield, MO 63005",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Savannah Beige,8,31246,7/14/25,https://carsandbids.com/auctions/KDXJOyGy/1999-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/exterior/9abpmVvl-_13ffHg/edit/7Okag.jpg?t=175157651770",0,MO
2001,Porsche,996 911,79800,Clean,"Dexter, MI 48130",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Black,Black,6,48000,7/3/25,https://carsandbids.com/auctions/rkn70Amk/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/exterior/3OzRvgqg-yxTaO4V/edit/ZYU_Z.jpg?t=175086819836",1,MI
2001,Porsche,996 911,72200,Clean,"Bristol, CT 06010",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Black,Black,0,23050,7/3/25,https://carsandbids.com/auctions/9WA45lkV/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/307NkEN1-kz7Evit/edit/nGiiS.jpg?t=175060953188",0,CT
2001,Porsche,996 911,41500,Clean,"San Diego, CA 92126",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Lapis Blue Metallic,Graphite Grey,2,28000,7/2/25,https://carsandbids.com/auctions/rNMp5wjE/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/application/s-FUJLvOk/edit/djRfl.jpg?t=175036420865",0,CA
1999,Porsche,996 911,206000,Clean,"Lancaster, PA 17601",3.8L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Glacier White,Black,10,38250,6/26/25,https://carsandbids.com/auctions/3LeVJXLG/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8e6341e27a680ffab7d98e42bef83b0dd1b0fb94/photos/KZ5xyRam-7lSS_KoQpL/edit/5U7Mj.jpg?t=174951807947",0,PA
2003,Porsche,996 911,37000,Clean,"Uxbridge, MA 01569",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,7,40000,6/19/25,https://carsandbids.com/auctions/3OBj1jby/2003-porsche-911-carrera-4s,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e97164ee86c3a6ee5aaab17d395d231e5ea329d3/photos/exterior/9QWxgZwD-cmopCh7/edit/89qUJ.jpg?t=174899042613",0,MA
2000,Porsche,996 911,78200,Clean,"Tempe, AZ 85282",3.4L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,8,24800,6/18/25,https://carsandbids.com/auctions/rwbOzblZ/2000-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8e6341e27a680ffab7d98e42bef83b0dd1b0fb94/photos/exterior/KdRmGz0b-rkOiy_i/edit/FET3m.jpg?t=174910352313",1,AZ
2002,Porsche,996 911,52000,Clean,"Annapolis, MD 21401",3.8L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Seal Grey Metallic,Graphite Grey,5,31550,6/10/25,https://carsandbids.com/auctions/30po8DVg/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8e6341e27a680ffab7d98e42bef83b0dd1b0fb94/photos/application/s-eTFuITO/edit/QJm0Q.jpg?t=174840517950",0,MD
1999,Porsche,996 911,41300,Clean,"Fernandina Beach, FL 32034",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Vesuvio Metallic,Space Grey,0,22505,6/5/25,https://carsandbids.com/auctions/KmndqQDN/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/exterior/9QqPEa6l-rcnA9VX/edit/4lQ5_.jpg?t=174831684135",0,FL
2004,Porsche,996 911,135100,Clean,"Ooltewah, TN 37363",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Atlas Grey Metallic,Black,1,17000,6/3/25,https://carsandbids.com/auctions/3vEqGeGN/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/39ba75f9b610a05237adc3ca976891cd48f5832c/photos/98qMOEAQ-aBe5Jqq/edit/rKB2C.jpg?t=174791843633",0,TN
1999,Porsche,996 911,66300,Clean,"Portland, OR 97220",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Ocean Blue Metallic,Space Grey,2,26150,5/29/25,https://carsandbids.com/auctions/rGqdAzzw/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/exterior/r4p76d0x-Uhu52TL/edit/rBGet.jpg?t=174742041532",0,OR
2001,Porsche,996 911,70900,Clean,"Roseville, CA 95747",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,4,30000,4/29/25,https://carsandbids.com/auctions/KmmLn4gm/2001-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/364MkZvl-sXxiWFJ/edit/2tfAV.jpg?t=174499722739",0,CA
2002,Porsche,996 911,55400,Clean,"Portland, OR 97220",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Orient Red Metallic,Black,2,27000,4/18/25,https://carsandbids.com/auctions/rGadLqn4/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/1477bbe21e8d6b5e719c7c3ccab577fd47dd8cc3/photos/rwMa1mEl-HnoJLB3/edit/wwrld.jpg?t=174417896692",0,OR
2002,Porsche,996 911,72500,Clean,"Syracuse, UT 84075",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,2,32000,4/15/25,https://carsandbids.com/auctions/9lv5plmz/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/exterior/KVQ52670-2f_-dh1/edit/T4Hok.jpg?t=174363123076",0,UT
2002,Porsche,996 911,142700,Clean,"Lilburn, GA 30047",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Seal Grey Metallic,Black,3,10060,4/14/25,https://carsandbids.com/auctions/9WlnlZjR/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9fb0fd0fa87444ae7da6d83b5ae171d6af3f1414/photos/exterior/3BAYApB4-dnACwpp_70.jpeg?t=174363112760",0,GA
2002,Porsche,996 911,67100,Clean,"Douglassville, PA 19518",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,1,26250,4/11/25,https://carsandbids.com/auctions/92yVGjxW/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/exterior/rbLWbA1k-Fgb67A9/edit/i7J6w.jpg?t=174364643154",0,PA
2004,Porsche,996 911,41800,Clean,"Cincinnati, OH 45247",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Graphite Grey,3,48000,4/10/25,https://carsandbids.com/auctions/3pOgA466/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/9lzn6WXg-EFDLP3MMtk/edit/x5W5D.jpg?t=174355703391",1,OH
2001,Porsche,996 911,72400,Clean,"Houston, TX 77027",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Black,Black,10,53000,3/25/25,https://carsandbids.com/auctions/rJJV6Ywv/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/application/s-jpuoA2j/edit/TXa8w.jpg?t=174097369664",1,TX
2003,Porsche,996 911,49400,Clean,"San Jose, CA 95119",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,6,33911,3/24/25,https://carsandbids.com/auctions/rx4xEqg0/2003-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/application/s-QY8Bd9V/edit/X_xKD.jpg?t=174196290536",0,CA
2004,Porsche,996 911,33000,Clean,"El Paso, TX 79932",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,7,95000,3/17/25,https://carsandbids.com/auctions/9ee0w2m8/2004-porsche-911-gt3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/cecbb1ec801e98edc7bfefe48d8a2dd9cd717a16/photos/application/s-ClChlTx.jpg?t=174103651950",0,TX
2000,Porsche,996 911,81300,Clean,"Cleveland, OH 44106",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Ocean Blue Metallic,Graphite Grey,2,30000,3/14/25,https://carsandbids.com/auctions/3qG2PENa/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/93456c5d8636de55361bee4ba6848e83e316f442/photos/exterior/rjAWj18o-mlYZ_g4/edit/Byfv-.jpg?t=174137024342",0,OH
2004,Porsche,996 911,80000,Clean,"Bay Village, OH 44140",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,4,23500,3/5/25,https://carsandbids.com/auctions/9nbbA2yX/2004-porsche-911-carrera-4s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/exterior/36NEAdwO-VkkkrG8/edit/ShNjA.jpg?t=174034598685",0,OH
2003,Porsche,996 911,53900,Clean,"Portland, OR 97220",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Midnight Blue Metallic,Graphite Grey,3,30000,2/28/25,https://carsandbids.com/auctions/9azVlOvP/2003-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/39ba75f9b610a05237adc3ca976891cd48f5832c/photos/exterior/92X4Op1W-_crgMCq/edit/rhbxC.jpg?t=173979302490",0,OR
2002,Porsche,996 911,105000,Clean,"Sarasota, FL 34233",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Seal Grey Metallic,Black,1,20500,2/27/25,https://carsandbids.com/auctions/3R5Gznxx/2002-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/3qJ5eL1E-rJkzV5b/edit/jwvD9.jpg?t=173994052329",0,FL
2001,Porsche,996 911,90100,Clean,"Plano, TX 75093",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Lapis Blue Metallic,Gray,4,14211,2/26/25,https://carsandbids.com/auctions/KZPl6qQm/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/9WoDXLwq-eLR-61anPo-I-zuRV81as/edit/5cR62.jpg?t=173954973334",0,TX
2001,Porsche,996 911,109500,Clean,"Issaquah, WA 98027",3.6L Turbocharged Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Polar Silver Metallic,Black,19,44010,2/25/25,https://carsandbids.com/auctions/3BzE57a5/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8bbf0f64fbfad81f6867cff798d92495738b23a7/photos/exterior/35DkvjpN-HR5hNzE/edit/mF1v7.jpg?t=173921230824",1,WA
2000,Porsche,996 911,92700,Clean,"Spring Valley, CA 91977",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,8,19527,2/21/25,https://carsandbids.com/auctions/9QWnzY1x/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/exterior/rkLk5ER9-3jMKtSv/edit/BRw-x.jpg?t=173941300270",0,CA
2002,Porsche,996 911,142700,Clean,"Lilburn, GA 30047",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Seal Grey Metallic,Black,3,12300,1/24/25,https://carsandbids.com/auctions/rwBOP1Wx/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/exterior/3BAYApB4-r4ju0Q90I1/edit/CFjhg.jpg?t=173690505482",0,GA
2000,Porsche,996 911,49400,Clean,"Vero Beach, FL 32960",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Ocean Blue Metallic,Grey,4,24000,1/22/25,https://carsandbids.com/auctions/9QVn0oNk/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/98QvN0mY-LQ-0FK8HW1o/edit/Srz-A.jpg?t=173683142906",0,FL
2004,Porsche,996 911,93800,Clean,"Meridian, MS 39305",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,1,22000,12/5/24,https://carsandbids.com/auctions/KdlyQO4j/2004-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/exterior/KVzOR6wY-yaC0Zv_pLxc/edit/QA9yU.jpg?t=173257313996",0,MS
2002,Porsche,996 911,83800,Clean,"Lincoln, CA 95648",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Guards Red,Natural Grey,16,33000,12/2/24,https://carsandbids.com/auctions/rkxazeAk/2002-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/exterior/KVWm75zr-U8A_taM5vtR/edit/eScd5.jpg?t=173249852987",0,CA
2003,Porsche,996 911,46900,Clean,"Wrightwood, CA 92397",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,5,44000,10/31/24,https://carsandbids.com/auctions/KV6dEbYz/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/KZda5DdG-0G-9NUuzI8-(edit).jpg?t=172697976198",0,CA
2001,Porsche,996 911,154900,Clean,"Santa Monica, CA 90401",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Rainforest Green Metallic,Black,5,15911,10/29/24,https://carsandbids.com/auctions/3BmPP1zE/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/9lMWGBR2-RPhBqkv6Hf/edit/g9Bfz.jpg?t=172920132122",0,CA
2001,Porsche,996 911,146900,Clean,"Newton, KS 67114",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Black,Black,12,35069,10/7/24,https://carsandbids.com/auctions/36N2XVpl/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/9XxGqPqx-UI4lIYI3ss-(edit).jpg?t=172647069348",1,KS
2000,Porsche,996 911,169000,Clean,"Concord, CA 94519",3.4L Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Arena Red Metallic,Black,3,17500,10/3/24,https://carsandbids.com/auctions/rJdl8GZN/2000-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/3RJEEAL1-CuK3jDado4-(edit).jpg?t=172624651463",0,CA
2002,Porsche,996 911,123500,Clean,"Northville, MI 48168",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Metropol Blue,4,16750,10/1/24,https://carsandbids.com/auctions/3OgJ2w46/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/f394805bc61f394fb47b19bdc1cf8fa4abaa3efd/photos/s-GRgyd1QVLSs.JPG?t=172291022769",0,MI
2005,Porsche,996 911,125000,Clean,"Farmington, UT 84025",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Atlas Grey Metallic,Black,6,29000,9/30/24,https://carsandbids.com/auctions/rEeRjgpk/2005-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/rNXdGQGE-uc0SmEv1mc-(edit).jpg?t=172571929574",0,UT
2003,Porsche,996 911,130400,Clean,"Los Angeles, CA 90068",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Basalt Black Metallic,Black,5,26252,9/16/24,https://carsandbids.com/auctions/35GNPEej/2003-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/3yXE2ap7-X-WKBV9NY--(edit).jpg?t=172410947527",0,CA
2001,Porsche,996 911,59200,Not Actual Mileage,"Brooklyn, NY 11207",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Lapis Blue Metallic,Savannah Beige,2,22500,9/5/24,https://carsandbids.com/auctions/KDEG7JWv/2001-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/rJAbJMJg-M7E9V5w9rj-(edit).jpg?t=172463000797",0,NY
1999,Porsche,996 911,26300,Clean,"Brighton, MI 48114",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Artic Silver,Black,3,31596,8/28/24,https://carsandbids.com/auctions/KP7DGwaq/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/1477bbe21e8d6b5e719c7c3ccab577fd47dd8cc3/photos/rJJ67O5N-0-TeYAf-x7-(edit).jpg?t=172369539490",0,MI
2003,Porsche,996 911,36300,Clean,"La Jolla, CA 92037",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Speed Yellow,Black,1,43996,8/22/24,https://carsandbids.com/auctions/Kd6Gw4dB/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/30eaf80ceaa3b7a461a21047b172db29a6c3daa6/photos/KPmYXzmZ-sSVSu1Rk7E-(edit).jpg?t=172297320455",0,CA
2001,Porsche,996 911,52900,Clean,"Brooklyn, NY 11207",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Boxster Red,6,24000,8/21/24,https://carsandbids.com/auctions/3RnVBoZR/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KVWGpVv6-CjFC-8brVD-(edit).jpg?t=172280914684",0,NY
2003,Porsche,996 911,54400,Clean,"Hoboken, NJ 07030",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Gray,6,65000,8/16/24,https://carsandbids.com/auctions/92DYxx6Y/2003-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/36G6wnyK-sGzjhuMTZt-(edit).jpg?t=172240561402",1,NJ
2004,Porsche,996 911,94300,Clean,"New London, CT 06320",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Lapis Blue Metallic,Graphite Grey,2,24000,8/16/24,https://carsandbids.com/auctions/9QMXpGQ7/2004-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8bbf0f64fbfad81f6867cff798d92495738b23a7/photos/9aZwdBml-0Va7nQNzBS-(edit).jpg?t=172183623582",0,CT
1999,Porsche,996 911,125500,Clean,"Brooklyn, NY 11207",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Grey,0,17500,8/15/24,https://carsandbids.com/auctions/KDZGLPy9/1999-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/36BG7pwW-RiJGye7Jcr-(edit).jpg?t=172293475542",0,NY
2001,Porsche,996 911,67400,Clean,"Brooklyn, NY 11207",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Graphite Gray,5,21500,8/14/24,https://carsandbids.com/auctions/30RMnqyG/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/rNvdeJQb-caGnyOTxQh-(edit).jpg?t=172236298288",0,NY
2002,Porsche,996 911,83000,Clean,"Fort Collins, CO 80524",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,4,21000,8/13/24,https://carsandbids.com/auctions/KZNN24dA/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/9QYp1jME-AFy9j5PI1_-(edit).jpg?t=172265241020",0,CO
2004,Porsche,996 911,44400,Clean,"Montreal, Québec, Canada",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Slate Grey Metallic,Graphite Grey,5,35996,8/6/24,https://carsandbids.com/auctions/rMXlR5eo/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/1477bbe21e8d6b5e719c7c3ccab577fd47dd8cc3/photos/KZ5Pb5xN-ZQQ5ngyaR8-(edit).jpg?t=172196907667",1,QUÉBEC
2000,Porsche,996 911,99300,Clean,"Felton, CA 95018",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Dark Blue,Gray,3,19000,8/1/24,https://carsandbids.com/auctions/r4eJLjYp/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r4ogNqVP-SaY1LlSV9s-(edit).jpg?t=171696306375",0,CA
1999,Porsche,996 911,114100,Clean,"Brooklyn, NY 11207",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,0,16250,7/31/24,https://carsandbids.com/auctions/3pZEjX7Y/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/rJXpwQ52-fWat3ZxCSd-(edit).jpg?t=172127614947",0,NY
